CountryCode,SeriesCode,DESCRIPTION
"SVK","IT.CEL.SETS","Ministry of Transport, Posts and Telecommunications."
"SVK","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Slovak Republic, Council of Europe"
"SVK","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVK","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SVK","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"SVK","SP.DYN.CBRT.IN","Data source: Eurostat"
"SVK","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVK","IT.NET.BBND.P2","Ministry of Transport, Posts and Telecommunications."
"SVK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SVK","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","IT.MLT.MAIN.P2","Ministry of Transport, Posts and Telecommunications."
"SVK","SP.DYN.CDRT.IN","Data source: Eurostat"
"SVK","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical Office of the Slovak Republic"
"SVK","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVK","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVK","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SVK","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Slovak Republic, Council of Europe"
"SVK","IT.NET.BBND","Ministry of Transport, Posts and Telecommunications."
"SVK","PA.NUS.FCRF","Data are reported in Slovak korunas until 2008, in euro from 2009."
"SVK","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"SVK","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVK","IS.RRS.PASG.KM","Source: OECD"
"SVK","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","IS.RRS.GOOD.MT.K6","Source: OECD"
"SVK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"SVK","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVK","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Since 2016: the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"SVN","MS.MIL.XPND.CN","1992-1994 SIPRI estimates."
"SVN","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"SVN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"SVN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"SVN","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SVN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Source: accommodation survey."
"SVN","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVN","MS.MIL.XPND.ZS","1992-1994 SIPRI estimates."
"SVN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SVN","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","SP.POP.TOTL","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SVN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SVN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SVN","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","MS.MIL.XPND.GD.ZS","1992-1994 SIPRI estimates."
"SVN","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","SP.DYN.CBRT.IN","Data source: Eurostat"
"SVN","IT.NET.BBND.P2","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","SP.DYN.TFRT.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Republic of Slovenia"
"SVN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SVN","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVN","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","MS.MIL.XPND.CD","1992-1994 SIPRI estimates."
"SVN","IT.MLT.MAIN.P2","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","IT.NET.USER.ZS","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"SVN","IT.MLT.MAIN","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","IT.CEL.SETS","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","SP.DYN.CDRT.IN","Data source: Eurostat"
"SVN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SVN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","IS.RRS.PASG.KM","Source: OECD"
"SVN","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVN","IS.RRS.GOOD.MT.K6","Source: OECD"
"SVN","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","IT.NET.BBND","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","PA.NUS.FCRF","Data are reported in Slovenian tolars until 2006, in euro from 2007."
"SVN","SP.POP.GROW","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SVN","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SVN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Since 2016: the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"SVN","IT.CEL.SETS.P2","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SWE","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Sweden"
"SWE","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Due to a change of supplier, domestic and outbound tourism statistics are not available for 2014-2016. From 2017: Swedish Travel Survey."
"SWE","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","MS.MIL.XPND.GD.ZS","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","MS.MIL.XPND.ZS","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SWE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SWE","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","SP.DYN.LE00.FE.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
"SWE","IS.RRS.PASG.KM","Source: OECD"
"SWE","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SWE","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","MS.MIL.XPND.CN","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","MS.MIL.XPND.CD","1960-1979 & 1989-1991 SIPRI estimates."
"SWE","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","SM.POP.NETM","Data source: United Nations World Population Prospects"
"SWE","IT.NET.BBND","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","IT.NET.USER.ZS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","IT.MLT.MAIN.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","IT.NET.BBND.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","SP.DYN.CBRT.IN","Data source: Eurostat"
"SWE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"SWE","IS.RRS.GOOD.MT.K6","Source: OECD"
"SWE","SP.DYN.LE00.MA.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
"SWE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Data for 2011-2014 according to new national border survey (IBIS, Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and Regional Growth. 1995-1999: camping excluding."
"SWE","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","SP.DYN.CDRT.IN","Data source: Eurostat"
"SWE","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","IT.MLT.MAIN","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"SWE","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","IT.CEL.SETS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","SP.POP.TOTL","Data source: Eurostat, Statistics Sweden"
"SWE","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SWE","SP.POP.GROW","Data source: Eurostat, Statistics Sweden"
"SWE","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"SWE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"SWE","IT.CEL.SETS.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWZ","IT.CEL.SETS","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"SWZ","IT.NET.BBND.P2","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","SM.POP.NETM","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SWZ","MS.MIL.XPND.CD","1977-1995, 2008,  2010-2011 & 2015-2021 SIPRI estimates."
"SWZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SWZ","IT.MLT.MAIN","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SWZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","SP.POP.GROW","Data source: United Nations World Population Prospects"
"SWZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on IIP, IMF. Short-term debt for 2022 is based on data from the BIS."
"SWZ","IT.MLT.MAIN.P2","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SWZ","MS.MIL.XPND.CN","1977-1995, 2008,  2010-2011 & 2015 SIPRI estimates."
"SWZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"SWZ","IT.CEL.SETS.P2","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"SWZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"SWZ","IT.NET.BBND","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"SWZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"SWZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"SWZ","MS.MIL.XPND.ZS","1977-1995, 2008,  2010-2011 & 2015-2021 SIPRI estimates."
"SWZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SWZ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"SWZ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
